cluster_id,asset_id,distinct_alarm_count,total_events,alarms_in_cluster,start_time,end_time
1603,P-0100,2,4,"P-0100.VI_HI,P-0100.TI_HI",2025-12-02 16:20:55,2025-12-02 17:04:12
1604,P-0100,2,3,"P-0100.TI_HI,P-0100.PI_HI",2025-12-02 18:03:26,2025-12-02 18:27:17
1605,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-03 04:03:12,2025-12-03 04:11:37
1606,P-0100,2,5,"P-0100.VI_HI,P-0100.TI_HI",2025-12-03 07:13:13,2025-12-03 08:09:48
1607,P-0100,2,6,"P-0100.TI_HI,P-0100.VI_HI",2025-12-03 08:41:18,2025-12-03 09:31:58
1608,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-12-03 10:41:15,2025-12-03 11:12:47
1609,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-12-03 11:46:26,2025-12-03 11:51:19
1610,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-03 15:32:19,2025-12-03 15:48:43
1611,P-0100,4,5,"P-0100.TI_HI,P-0100.VI_HI,P-0100.FI_LO,P-0100.PI_LO",2025-12-03 21:27:27,2025-12-03 22:00:18
1612,P-0100,2,2,"P-0100.SI_LO,P-0100.PI_LO",2025-12-03 23:15:56,2025-12-03 23:36:50
1613,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-12-04 06:04:46,2025-12-04 06:22:10
1614,P-0100,3,6,"P-0100.VI_HI,P-0100.TI_HI,P-0100.II_HI",2025-12-04 07:38:23,2025-12-04 08:52:59
1615,P-0100,2,5,"P-0100.TI_HI,P-0100.VI_HI",2025-12-04 09:27:54,2025-12-04 09:42:01
1616,P-0100,2,4,"P-0100.VI_HI,P-0100.TI_HI",2025-12-04 10:17:22,2025-12-04 10:22:15
1617,P-0100,2,6,"P-0100.TI_HI,P-0100.VI_HI",2025-12-04 12:48:26,2025-12-04 14:22:58
1618,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-12-05 07:49:04,2025-12-05 07:57:40
1619,P-0100,2,4,"P-0100.VI_HI,P-0100.TI_HI",2025-12-05 13:36:42,2025-12-05 14:01:51
1620,P-0100,2,7,"P-0100.VI_HI,P-0100.TI_HI",2025-12-05 14:43:59,2025-12-05 16:15:28
1621,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-05 17:30:04,2025-12-05 17:48:51
1622,P-0100,2,2,"P-0100.VI_HI,P-0100.SI_LO",2025-12-06 04:13:51,2025-12-06 04:40:12
1623,P-0100,3,4,"P-0100.SI_LO,P-0100.TI_HI,P-0100.VI_HI",2025-12-06 06:06:48,2025-12-06 06:56:15
1624,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-06 08:30:45,2025-12-06 08:37:39
1625,P-0100,2,11,"P-0100.TI_HI,P-0100.VI_HI",2025-12-06 10:24:42,2025-12-06 12:10:04
1626,P-0100,2,5,"P-0100.VI_HI,P-0100.TI_HI",2025-12-06 12:43:55,2025-12-06 13:27:02
1627,P-0100,3,6,"P-0100.II_HI,P-0100.TI_HI,P-0100.VI_HI",2025-12-06 15:33:50,2025-12-06 16:43:05
1628,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-12-07 08:31:21,2025-12-07 08:36:31
1629,P-0100,2,5,"P-0100.VI_HI,P-0100.TI_HI",2025-12-07 09:30:47,2025-12-07 09:58:42
1630,P-0100,5,11,"P-0100.II_HI,P-0100.TI_HI,P-0100.VI_HI,P-0100.PI_HI,P-0100.PDI_HI",2025-12-07 10:31:20,2025-12-07 13:15:06
1631,P-0100,3,4,"P-0100.FI_LO,P-0100.TI_HI,P-0100.VI_HI",2025-12-07 13:56:37,2025-12-07 14:22:12
1632,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-07 15:43:34,2025-12-07 16:13:22
1633,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-07 17:37:49,2025-12-07 17:44:45
1634,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-07 18:36:29,2025-12-07 18:51:46
1635,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-12-08 06:58:27,2025-12-08 07:25:06
1636,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-12-08 08:12:52,2025-12-08 08:32:18
1637,P-0100,2,5,"P-0100.VI_HI,P-0100.FI_LO",2025-12-08 11:27:21,2025-12-08 11:39:48
1638,P-0100,4,7,"P-0100.II_HI,P-0100.VI_HI,P-0100.PI_LO,P-0100.TI_HI",2025-12-08 13:42:58,2025-12-08 14:37:30
1639,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-08 15:57:51,2025-12-08 16:00:05
1640,P-0100,3,4,"P-0100.VI_HI,P-0100.TI_HI,P-0100.PI_LO",2025-12-08 16:33:18,2025-12-08 17:12:47
1641,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-12-09 05:07:06,2025-12-09 05:30:09
1642,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-12-09 07:15:41,2025-12-09 07:51:48
1643,P-0100,2,6,"P-0100.VI_HI,P-0100.TI_HI",2025-12-09 08:37:33,2025-12-09 09:51:34
1644,P-0100,2,7,"P-0100.TI_HI,P-0100.VI_HI",2025-12-09 11:26:36,2025-12-09 12:33:08
1645,P-0100,2,2,"P-0100.FI_LO,P-0100.VI_HI",2025-12-09 13:50:09,2025-12-09 13:50:26
1646,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-10 06:00:30,2025-12-10 06:17:58
1647,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-12-10 09:07:45,2025-12-10 09:15:22
1648,P-0100,4,13,"P-0100.VI_HI,P-0100.PDI_HI,P-0100.TI_HI,P-0100.II_HI",2025-12-10 09:58:41,2025-12-10 12:32:18
1649,P-0100,3,6,"P-0100.VI_HI,P-0100.TI_HI,P-0100.PI_HI",2025-12-10 14:03:01,2025-12-10 14:48:57
1650,P-0100,2,2,"P-0100.TI_HI,P-0100.SI_LO",2025-12-10 15:37:47,2025-12-10 15:39:09
1651,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-10 17:55:14,2025-12-10 17:56:49
1652,P-0100,2,2,"P-0100.PI_LO,P-0100.FI_LO",2025-12-10 19:39:04,2025-12-10 19:43:28
1653,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-11 03:15:15,2025-12-11 03:27:44
1654,P-0100,2,2,"P-0100.PI_HI,P-0100.PDI_HI",2025-12-11 08:08:34,2025-12-11 08:13:38
1655,P-0100,3,13,"P-0100.TI_HI,P-0100.VI_HI,P-0100.SI_LO",2025-12-11 11:00:27,2025-12-11 12:03:47
1656,P-0100,3,4,"P-0100.II_HI,P-0100.TI_HI,P-0100.PDI_HI",2025-12-11 12:41:32,2025-12-11 13:02:44
1657,P-0100,3,6,"P-0100.VI_HI,P-0100.TI_HI,P-0100.PDI_HI",2025-12-11 13:53:11,2025-12-11 15:17:04
1658,P-0100,2,8,"P-0100.VI_HI,P-0100.TI_HI",2025-12-12 08:12:10,2025-12-12 09:29:45
1659,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-12-12 10:10:31,2025-12-12 10:46:37
1660,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-12-12 13:37:35,2025-12-12 13:45:45
1661,P-0100,2,2,"P-0100.PDI_HI,P-0100.FI_LO",2025-12-12 20:54:03,2025-12-12 21:23:16
1662,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-12-13 09:01:13,2025-12-13 09:45:25
1663,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-12-13 11:09:55,2025-12-13 11:27:43
1664,P-0100,2,2,"P-0100.PDI_HI,P-0100.VI_HI",2025-12-13 14:34:45,2025-12-13 14:43:35
1665,P-0100,3,5,"P-0100.TI_HI,P-0100.SI_LO,P-0100.VI_HI",2025-12-13 15:18:27,2025-12-13 15:57:07
1666,P-0100,3,3,"P-0100.VI_HI,P-0100.II_HI,P-0100.SI_LO",2025-12-13 17:05:04,2025-12-13 17:30:15
1667,P-0100,2,2,"P-0100.PDI_HI,P-0100.VI_HI",2025-12-13 23:58:01,2025-12-13 23:58:10
1668,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-14 06:53:05,2025-12-14 06:55:54
1669,P-0100,3,8,"P-0100.VI_HI,P-0100.TI_HI,P-0100.FI_LO",2025-12-14 07:33:43,2025-12-14 09:21:51
1670,P-0100,4,5,"P-0100.TI_HI,P-0100.VI_HI,P-0100.II_HI,P-0100.PI_LO",2025-12-14 10:40:03,2025-12-14 11:43:11
1671,P-0100,4,5,"P-0100.TI_HI,P-0100.PI_HI,P-0100.VI_HI,P-0100.FI_LO",2025-12-14 15:02:36,2025-12-14 15:50:30
1672,P-0100,2,5,"P-0100.VI_HI,P-0100.TI_HI",2025-12-14 16:28:54,2025-12-14 17:17:14
1673,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-12-14 22:19:28,2025-12-14 22:38:30
1674,P-0100,3,11,"P-0100.VI_HI,P-0100.TI_HI,P-0100.II_HI",2025-12-15 08:53:21,2025-12-15 11:05:05
1675,P-0100,3,4,"P-0100.TI_HI,P-0100.PI_HI,P-0100.PDI_HI",2025-12-15 13:10:50,2025-12-15 14:02:50
1676,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-12-15 14:39:23,2025-12-15 15:32:24
1677,P-0100,2,4,"P-0100.VI_HI,P-0100.TI_HI",2025-12-15 18:24:47,2025-12-15 18:41:10
1678,P-0100,2,4,"P-0100.VI_HI,P-0100.TI_HI",2025-12-15 20:48:49,2025-12-15 21:16:27
1679,P-0100,2,6,"P-0100.TI_HI,P-0100.VI_HI",2025-12-16 05:33:52,2025-12-16 06:38:23
1680,P-0100,3,4,"P-0100.TI_HI,P-0100.VI_HI,P-0100.SI_LO",2025-12-16 07:10:29,2025-12-16 07:48:13
1681,P-0100,3,6,"P-0100.PI_LO,P-0100.TI_HI,P-0100.VI_HI",2025-12-16 08:23:52,2025-12-16 08:49:13
1682,P-0100,3,4,"P-0100.PI_HI,P-0100.TI_HI,P-0100.VI_HI",2025-12-16 13:23:33,2025-12-16 13:58:25
1683,P-0100,2,2,"P-0100.VI_HI,P-0100.PI_HI",2025-12-16 16:30:35,2025-12-16 16:42:11
1684,P-0100,3,3,"P-0100.TI_HI,P-0100.VI_HI,P-0100.PI_HI",2025-12-16 17:15:23,2025-12-16 17:40:41
1685,P-0100,2,3,"P-0100.FI_LO,P-0100.TI_HI",2025-12-16 20:45:00,2025-12-16 21:05:47
1686,P-0100,2,2,"P-0100.VI_HI,P-0100.SI_LO",2025-12-16 22:43:07,2025-12-16 23:10:09
1687,P-0100,2,3,"P-0100.PI_LO,P-0100.TI_HI",2025-12-17 05:05:50,2025-12-17 05:56:51
1688,P-0100,3,7,"P-0100.SI_LO,P-0100.VI_HI,P-0100.TI_HI",2025-12-17 07:13:39,2025-12-17 08:39:25
1689,P-0100,2,8,"P-0100.VI_HI,P-0100.TI_HI",2025-12-17 09:23:17,2025-12-17 10:52:20
1690,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-12-17 12:56:30,2025-12-17 13:37:16
1691,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-12-17 14:09:04,2025-12-17 14:38:29
1692,P-0100,2,3,"P-0100.VI_HI,P-0100.PDI_HI",2025-12-17 16:03:11,2025-12-17 16:31:59
1693,P-0100,2,2,"P-0100.PDI_HI,P-0100.TI_HI",2025-12-17 19:26:59,2025-12-17 19:42:31
1694,P-0100,2,2,"P-0100.SI_LO,P-0100.TI_HI",2025-12-18 05:20:28,2025-12-18 05:23:10
1695,P-0100,4,10,"P-0100.TI_HI,P-0100.VI_HI,P-0100.PDI_HI,P-0100.PI_HI",2025-12-18 10:14:27,2025-12-18 11:03:58
1696,P-0100,2,10,"P-0100.VI_HI,P-0100.TI_HI",2025-12-18 11:36:34,2025-12-18 13:28:01
1697,P-0100,2,4,"P-0100.TI_HI,P-0100.VI_HI",2025-12-18 15:26:34,2025-12-18 16:38:33
1698,P-0100,2,2,"P-0100.TI_HI,P-0100.II_HI",2025-12-18 17:12:44,2025-12-18 17:14:32
1699,P-0100,2,2,"P-0100.SI_LO,P-0100.VI_HI",2025-12-18 18:41:09,2025-12-18 18:57:53
1700,P-0100,4,9,"P-0100.TI_HI,P-0100.VI_HI,P-0100.PI_LO,P-0100.PDI_HI",2025-12-19 06:50:20,2025-12-19 08:06:06
1701,P-0100,2,11,"P-0100.VI_HI,P-0100.TI_HI",2025-12-19 11:15:46,2025-12-19 13:48:34
1702,P-0100,2,2,"P-0100.TI_HI,P-0100.SI_LO",2025-12-19 14:29:57,2025-12-19 14:34:28
1703,P-0100,2,2,"P-0100.SI_LO,P-0100.VI_HI",2025-12-19 15:09:14,2025-12-19 15:14:27
1704,P-0100,3,4,"P-0100.TI_HI,P-0100.II_HI,P-0100.VI_HI",2025-12-19 16:36:54,2025-12-19 17:31:01
1705,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-12-20 00:49:23,2025-12-20 00:57:58
1706,P-0100,3,18,"P-0100.TI_HI,P-0100.VI_HI,P-0100.SI_LO",2025-12-20 08:23:43,2025-12-20 12:14:06
1707,P-0100,2,4,"P-0100.VI_HI,P-0100.TI_HI",2025-12-20 14:13:56,2025-12-20 14:53:57
1708,P-0100,2,2,"P-0100.PI_LO,P-0100.VI_HI",2025-12-20 16:37:48,2025-12-20 16:49:08
1709,P-0100,2,2,"P-0100.SI_LO,P-0100.VI_HI",2025-12-20 23:27:58,2025-12-20 23:37:23
1710,P-0100,2,7,"P-0100.VI_HI,P-0100.TI_HI",2025-12-21 10:51:32,2025-12-21 11:38:31
1711,P-0100,2,8,"P-0100.TI_HI,P-0100.VI_HI",2025-12-21 12:16:22,2025-12-21 13:41:10
1712,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-12-21 15:03:41,2025-12-21 15:07:27
1713,P-0100,2,7,"P-0100.TI_HI,P-0100.VI_HI",2025-12-22 10:24:34,2025-12-22 11:34:53
1714,P-0100,2,4,"P-0100.VI_HI,P-0100.TI_HI",2025-12-22 12:08:41,2025-12-22 13:24:10
1715,P-0100,4,6,"P-0100.VI_HI,P-0100.TI_HI,P-0100.SI_LO,P-0100.PI_HI",2025-12-22 14:23:46,2025-12-22 15:17:51
1716,P-0100,3,5,"P-0100.TI_HI,P-0100.PI_HI,P-0100.VI_HI",2025-12-22 15:55:37,2025-12-22 16:35:02
1717,P-0100,2,3,"P-0100.VI_HI,P-0100.PDI_HI",2025-12-22 19:24:42,2025-12-22 19:54:52
1718,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-23 04:10:06,2025-12-23 04:15:32
1719,P-0100,2,6,"P-0100.VI_HI,P-0100.PI_HI",2025-12-23 07:33:30,2025-12-23 08:40:25
1720,P-0100,2,4,"P-0100.TI_HI,P-0100.VI_HI",2025-12-23 10:09:05,2025-12-23 10:27:03
1721,P-0100,2,4,"P-0100.VI_HI,P-0100.TI_HI",2025-12-23 11:16:00,2025-12-23 12:03:22
1722,P-0100,2,5,"P-0100.VI_HI,P-0100.TI_HI",2025-12-23 13:19:43,2025-12-23 14:16:51
1723,P-0100,2,2,"P-0100.II_HI,P-0100.VI_HI",2025-12-23 23:56:01,2025-12-24 00:09:00
1724,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-12-24 07:03:49,2025-12-24 07:40:54
1725,P-0100,2,7,"P-0100.TI_HI,P-0100.VI_HI",2025-12-24 10:36:02,2025-12-24 11:45:18
1726,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-24 12:20:30,2025-12-24 12:26:55
1727,P-0100,2,4,"P-0100.TI_HI,P-0100.II_HI",2025-12-24 12:57:15,2025-12-24 13:35:04
1728,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-12-24 16:35:39,2025-12-24 16:46:07
1729,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-12-24 17:47:50,2025-12-24 17:52:56
1730,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-12-24 20:54:18,2025-12-24 21:25:45
1731,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-12-25 04:10:08,2025-12-25 04:43:42
1732,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-25 06:55:41,2025-12-25 07:12:31
1733,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-12-25 07:54:30,2025-12-25 08:22:21
1734,P-0100,2,6,"P-0100.VI_HI,P-0100.TI_HI",2025-12-25 09:26:41,2025-12-25 11:06:31
1735,P-0100,2,5,"P-0100.VI_HI,P-0100.TI_HI",2025-12-25 11:38:43,2025-12-25 12:41:15
1736,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-12-25 13:13:22,2025-12-25 13:32:46
1737,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-12-25 14:47:54,2025-12-25 14:48:43
1738,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-12-25 16:24:35,2025-12-25 16:39:51
1739,P-0100,3,4,"P-0100.PI_LO,P-0100.VI_HI,P-0100.TI_HI",2025-12-25 17:29:40,2025-12-25 18:00:19
1740,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-12-26 07:38:16,2025-12-26 07:50:47
1741,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-12-26 09:30:22,2025-12-26 09:47:39
1742,P-0100,3,6,"P-0100.VI_HI,P-0100.TI_HI,P-0100.II_HI",2025-12-26 10:23:26,2025-12-26 10:54:33
1743,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-12-26 11:51:28,2025-12-26 12:05:37
1744,P-0100,2,4,"P-0100.TI_HI,P-0100.VI_HI",2025-12-26 14:21:11,2025-12-26 14:42:24
1745,P-0100,2,5,"P-0100.TI_HI,P-0100.VI_HI",2025-12-26 15:28:42,2025-12-26 16:31:02
1746,P-0100,2,2,"P-0100.TI_HI,P-0100.II_HI",2025-12-29 16:22:10,2025-12-29 16:45:52
1747,P-0100,4,4,"P-0100.PI_HI,P-0100.FI_LO,P-0100.SI_LO,P-0100.PI_LO",2025-12-30 12:52:44,2025-12-30 13:31:59
1748,P-0600,2,2,"P-0600.SI_LO,P-0600.FI_LO",2025-01-04 08:51:17,2025-01-04 09:10:07
1749,P-0600,2,2,"P-0600.PI_HI,P-0600.PI_LO",2025-01-06 16:52:29,2025-01-06 17:22:23
1750,P-0600,2,2,"P-0600.PI_HI,P-0600.SI_LO",2025-01-07 15:15:13,2025-01-07 15:16:23
1751,P-0600,2,2,"P-0600.SI_LO,P-0600.PI_LO",2025-01-09 06:18:54,2025-01-09 06:45:36
1752,P-0600,2,2,"P-0600.PI_LO,P-0600.PDI_HI",2025-01-10 06:45:36,2025-01-10 07:01:47
1753,P-0600,2,2,"P-0600.TI_HI,P-0600.II_HI",2025-01-11 13:41:28,2025-01-11 13:42:02
1754,P-0600,2,2,"P-0600.PDI_HI,P-0600.FI_LO",2025-01-12 11:06:14,2025-01-12 11:09:46
1755,P-0600,2,2,"P-0600.II_HI,P-0600.VI_HI",2025-01-15 06:41:24,2025-01-15 06:55:52
1756,P-0600,2,2,"P-0600.VI_HI,P-0600.PI_LO",2025-01-15 07:45:47,2025-01-15 08:15:03
1757,P-0600,2,2,"P-0600.PDI_HI,P-0600.PI_LO",2025-01-16 10:25:59,2025-01-16 10:31:21
1758,P-0600,2,2,"P-0600.PI_LO,P-0600.TI_HI",2025-01-16 11:08:10,2025-01-16 11:31:49
1759,P-0600,2,2,"P-0600.VI_HI,P-0600.PDI_HI",2025-01-16 18:07:50,2025-01-16 18:11:49
1760,P-0600,2,2,"P-0600.PDI_HI,P-0600.VI_HI",2025-01-17 09:25:12,2025-01-17 09:52:01
1761,P-0600,2,2,"P-0600.II_HI,P-0600.TI_HI",2025-01-17 14:18:31,2025-01-17 14:24:40
1762,P-0600,2,2,"P-0600.II_HI,P-0600.FI_LO",2025-01-17 18:23:15,2025-01-17 18:47:16
1763,P-0600,2,2,"P-0600.FI_LO,P-0600.PI_HI",2025-01-19 16:06:10,2025-01-19 16:22:00
1764,P-0600,2,2,"P-0600.SI_LO,P-0600.PI_HI",2025-01-19 22:58:59,2025-01-19 23:27:42
1765,P-0600,2,2,"P-0600.PDI_HI,P-0600.II_HI",2025-01-20 18:24:37,2025-01-20 18:47:18
1766,P-0600,2,3,"P-0600.PI_HI,P-0600.TI_HI",2025-01-24 14:34:53,2025-01-24 14:52:52
1767,P-0600,2,2,"P-0600.FI_LO,P-0600.PDI_HI",2025-01-28 16:01:52,2025-01-28 16:25:31
1768,P-0600,2,2,"P-0600.PI_LO,P-0600.II_HI",2025-01-29 14:51:13,2025-01-29 14:55:18
1769,P-0600,2,2,"P-0600.FI_LO,P-0600.SI_LO",2025-02-04 13:15:04,2025-02-04 13:17:08
1770,P-0600,2,2,"P-0600.II_HI,P-0600.PI_HI",2025-02-05 15:27:26,2025-02-05 15:38:00
1771,P-0600,2,2,"P-0600.FI_LO,P-0600.PI_HI",2025-02-06 23:34:57,2025-02-06 23:35:19
1772,P-0600,2,2,"P-0600.VI_HI,P-0600.II_HI",2025-02-08 13:04:41,2025-02-08 13:19:26
1773,P-0600,2,2,"P-0600.FI_LO,P-0600.TI_HI",2025-02-09 07:35:58,2025-02-09 07:55:40
1774,P-0600,2,2,"P-0600.SI_LO,P-0600.PI_HI",2025-02-10 15:00:09,2025-02-10 15:26:05
1775,P-0600,2,2,"P-0600.VI_HI,P-0600.PI_LO",2025-02-11 09:13:05,2025-02-11 09:22:12
1776,P-0600,2,2,"P-0600.FI_LO,P-0600.PDI_HI",2025-02-16 12:30:23,2025-02-16 12:55:45
1777,P-0600,2,2,"P-0600.PI_HI,P-0600.VI_HI",2025-02-17 23:14:03,2025-02-17 23:22:04
1778,P-0600,2,2,"P-0600.PDI_HI,P-0600.SI_LO",2025-02-18 17:15:21,2025-02-18 17:41:53
1779,P-0600,2,2,"P-0600.PDI_HI,P-0600.SI_LO",2025-02-19 15:13:12,2025-02-19 15:16:59
1780,P-0600,3,4,"P-0600.FI_LO,P-0600.TI_HI,P-0600.PI_HI",2025-02-19 23:35:23,2025-02-19 23:56:48
1781,P-0600,2,2,"P-0600.II_HI,P-0600.SI_LO",2025-02-20 16:06:58,2025-02-20 16:29:37
1782,P-0600,2,2,"P-0600.PDI_HI,P-0600.FI_LO",2025-02-20 18:16:46,2025-02-20 18:46:41
1783,P-0600,2,2,"P-0600.II_HI,P-0600.VI_HI",2025-02-21 10:26:08,2025-02-21 10:46:21
1784,P-0600,2,2,"P-0600.TI_HI,P-0600.VI_HI",2025-02-22 13:28:32,2025-02-22 13:53:56
1785,P-0600,2,2,"P-0600.PDI_HI,P-0600.PI_LO",2025-02-23 15:10:11,2025-02-23 15:39:02
1786,P-0600,3,3,"P-0600.II_HI,P-0600.TI_HI,P-0600.PDI_HI",2025-02-25 15:05:50,2025-02-25 15:53:01
1787,P-0600,2,2,"P-0600.PI_LO,P-0600.PDI_HI",2025-03-01 07:50:07,2025-03-01 07:58:45
1788,P-0600,2,2,"P-0600.PDI_HI,P-0600.SI_LO",2025-03-03 14:29:33,2025-03-03 14:39:11
1789,P-0600,2,2,"P-0600.PI_LO,P-0600.II_HI",2025-03-06 11:51:26,2025-03-06 12:09:25
1790,P-0600,2,2,"P-0600.PDI_HI,P-0600.VI_HI",2025-03-10 08:47:38,2025-03-10 09:01:46
1791,P-0600,2,2,"P-0600.PI_HI,P-0600.II_HI",2025-03-10 11:57:29,2025-03-10 12:16:15
1792,P-0600,2,2,"P-0600.II_HI,P-0600.TI_HI",2025-03-10 14:15:02,2025-03-10 14:17:19
1793,P-0600,2,2,"P-0600.PI_HI,P-0600.SI_LO",2025-03-12 15:01:37,2025-03-12 15:14:01
1794,P-0600,2,2,"P-0600.PI_LO,P-0600.SI_LO",2025-03-14 08:42:17,2025-03-14 08:45:45
1795,P-0600,2,2,"P-0600.PDI_HI,P-0600.SI_LO",2025-03-16 15:52:41,2025-03-16 16:12:54
1796,P-0600,3,3,"P-0600.PDI_HI,P-0600.PI_HI,P-0600.TI_HI",2025-03-17 18:25:34,2025-03-17 19:12:34
1797,P-0600,2,2,"P-0600.SI_LO,P-0600.PI_HI",2025-03-18 13:29:52,2025-03-18 13:44:52
1798,P-0600,2,2,"P-0600.SI_LO,P-0600.TI_HI",2025-03-18 16:00:15,2025-03-18 16:15:16
1799,P-0600,2,2,"P-0600.TI_HI,P-0600.PI_LO",2025-03-20 11:05:22,2025-03-20 11:21:23
1800,P-0600,2,3,"P-0600.PI_LO,P-0600.PDI_HI",2025-03-20 18:18:08,2025-03-20 19:03:42
1801,P-0600,2,2,"P-0600.SI_LO,P-0600.PI_LO",2025-03-21 07:02:12,2025-03-21 07:27:42
1802,P-0600,2,2,"P-0600.PI_LO,P-0600.PI_HI",2025-03-22 15:25:03,2025-03-22 15:47:06
1803,P-0600,2,2,"P-0600.FI_LO,P-0600.PDI_HI",2025-03-23 15:53:40,2025-03-23 16:05:33
1804,P-0600,2,2,"P-0600.PI_HI,P-0600.II_HI",2025-03-29 16:54:43,2025-03-29 17:09:03
1805,P-0600,2,2,"P-0600.PI_HI,P-0600.II_HI",2025-04-01 20:04:04,2025-04-01 20:23:40
1806,P-0600,2,2,"P-0600.PDI_HI,P-0600.TI_HI",2025-04-02 09:04:07,2025-04-02 09:23:22
1807,P-0600,2,2,"P-0600.PI_LO,P-0600.PI_HI",2025-04-02 15:37:07,2025-04-02 15:55:45
1808,P-0600,2,2,"P-0600.II_HI,P-0600.VI_HI",2025-04-02 22:39:39,2025-04-02 22:46:56
1809,P-0600,2,2,"P-0600.PDI_HI,P-0600.FI_LO",2025-04-06 05:02:34,2025-04-06 05:08:31
1810,P-0600,2,2,"P-0600.VI_HI,P-0600.II_HI",2025-04-07 20:47:54,2025-04-07 21:12:33
1811,P-0600,2,2,"P-0600.TI_HI,P-0600.PDI_HI",2025-04-08 13:19:40,2025-04-08 13:46:46
1812,P-0600,2,2,"P-0600.SI_LO,P-0600.TI_HI",2025-04-10 11:13:22,2025-04-10 11:28:03
1813,P-0600,2,2,"P-0600.FI_LO,P-0600.PI_LO",2025-04-11 13:36:58,2025-04-11 13:46:33
1814,P-0600,3,3,"P-0600.PDI_HI,P-0600.PI_LO,P-0600.II_HI",2025-04-14 22:53:01,2025-04-14 23:07:44
1815,P-0600,2,2,"P-0600.TI_HI,P-0600.SI_LO",2025-04-18 12:13:18,2025-04-18 12:27:20
1816,P-0600,2,2,"P-0600.TI_HI,P-0600.PI_LO",2025-04-19 11:48:07,2025-04-19 12:02:29
1817,P-0600,2,3,"P-0600.SI_LO,P-0600.PI_HI",2025-04-19 16:48:11,2025-04-19 17:12:07
1818,P-0600,2,2,"P-0600.SI_LO,P-0600.TI_HI",2025-04-22 18:16:47,2025-04-22 18:28:18
1819,P-0600,2,2,"P-0600.FI_LO,P-0600.SI_LO",2025-04-25 06:56:50,2025-04-25 07:00:00
1820,P-0600,2,2,"P-0600.PI_LO,P-0600.TI_HI",2025-04-25 14:37:26,2025-04-25 15:04:28
1821,P-0600,3,3,"P-0600.SI_LO,P-0600.TI_HI,P-0600.PI_HI",2025-04-27 23:17:46,2025-04-27 23:38:10
